Core 0 Temp,Core 1 Temp,Core 2 Temp,Core 3 Temp,Core 4 Temp,Core 5 Temp,Core 6 Temp,Core 7 Temp,,Core 0,Low temp_0,High temp_0,Core_load_0,Core_speed_0,Core 1,Low temp_1,High temp_1,Core load_1,Core speed_1,Core 2,Low temp_2,High temp_2,Core load_2,Core speed_2,Core 3,Low temp_3,High temp_3,Core load_3,Core speed_3,Core 4,Low temp_4,High temp_4,Core load_4,Core speed_4,Core 5,Low temp_5,High temp_5,Core load_5,Core speed_5,Core 6,Low temp_6,High temp_6,Core load_6,Core speed_6,Core 7,Low temp_7,High temp_7 ,Core load_7,Core speed_7,CPU 0 Power
35,35,35,36,35,36,35,37,,,31,68,3,897.8,,32,66,7,897.8,,32,68,3,897.8,,32,68,2,897.8,,32,69,2,897.8,,33,68,1,897.8,,33,66,4,897.8,,33,67,8,897.8,10.8
40,48,40,41,38,40,39,38,,,31,68,4,4489.02,,32,66,18,4489.02,,32,68,8,4489.02,,32,68,4,4489.02,,32,69,1,4489.02,,33,68,1,4389.26,,33,66,6,4489.02,,33,67,4,4489.02,13.4
41,48,40,42,39,41,41,40,,,31,68,7,4389.26,,32,66,39,4389.26,,32,68,3,4389.26,,32,68,6,4389.26,,32,69,2,4389.26,,33,68,4,4389.26,,33,66,7,4389.26,,33,67,4,4389.26,22.4
39,39,38,38,38,39,38,38,,,31,68,2,897.8,,32,66,29,897.8,,32,68,3,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,0,897.8,,33,66,4,897.8,,33,67,4,897.8,15.7
41,48,40,41,39,41,41,40,,,31,68,2,4489.02,,32,66,25,4489.02,,32,68,4,4489.02,,32,68,1,4489.02,,32,69,2,4489.02,,33,68,0,4489.02,,33,66,5,4489.02,,33,67,3,4489.02,16.8
42,49,41,43,40,43,42,41,,,31,68,4,4489.02,,32,66,31,4489.02,,32,68,2,4489.02,,32,68,1,4489.02,,32,69,1,4489.02,,33,68,0,4489.02,,33,66,2,4489.02,,33,67,3,4489.02,16.1
40,41,40,41,39,41,41,42,,,31,68,6,4489.02,,32,66,13,4489.02,,32,68,3,4489.02,,32,68,1,4489.02,,32,69,0,4489.02,,33,68,2,4489.02,,33,66,3,4489.02,,33,67,4,4489.02,21.9
38,39,39,38,39,39,39,39,,,31,68,3,798.05,,32,66,3,798.05,,32,68,1,798.05,,32,68,1,798.05,,32,69,0,798.05,,33,68,0,798.05,,33,66,1,798.05,,33,67,2,798.05,7
38,39,39,38,39,40,39,39,,,31,68,9,897.8,,32,66,1,897.8,,32,68,5,897.8,,32,68,1,897.8,,32,69,2,897.8,,33,68,0,897.8,,33,66,1,897.8,,33,67,2,897.8,9.3
41,42,40,41,40,42,43,41,,,31,68,3,4389.26,,32,66,3,4389.26,,32,68,3,4389.26,,32,68,0,4389.26,,32,69,0,4389.26,,33,68,0,4389.26,,33,66,6,4389.26,,33,67,2,4389.26,16.5
45,49,42,43,42,42,42,41,,,31,68,5,4289.51,,32,66,9,4289.51,,32,68,3,4289.51,,32,68,0,4289.51,,32,69,1,4090,,33,68,1,4289.51,,33,66,2,4289.51,,33,67,4,4289.51,5.2
40,41,40,41,39,42,41,40,,,31,68,1,4489.02,,32,66,17,4489.02,,32,68,3,4489.02,,32,68,2,4489.02,,32,69,1,4489.02,,33,68,2,4489.02,,33,66,6,4489.02,,33,67,1,4489.02,17.6
39,41,40,40,39,40,40,40,,,31,68,4,4189.75,,32,66,2,4189.75,,32,68,0,4189.75,,32,68,0,4189.75,,32,69,1,4489.02,,33,68,0,4489.02,,33,66,2,4489.02,,33,67,4,4489.02,8.7
39,40,39,39,39,40,39,40,,,31,68,3,897.8,,32,66,2,897.8,,32,68,1,897.8,,32,68,6,897.8,,32,69,3,897.8,,33,68,2,897.8,,33,66,1,897.8,,33,67,3,897.8,9.3
39,39,39,38,38,39,39,40,,,31,68,1,2992.68,,32,66,6,2992.68,,32,68,1,2992.68,,32,68,0,2992.68,,32,69,0,2992.68,,33,68,0,2992.68,,33,66,1,2992.68,,33,67,2,2992.68,5.6
39,40,39,39,39,41,39,41,,,31,68,4,3890.48,,32,66,3,3890.48,,32,68,1,4489.02,,32,68,4,4489.02,,32,69,1,4489.02,,33,68,0,4489.02,,33,66,3,4489.02,,33,67,2,4489.02,9.8
41,42,41,42,40,42,42,41,,,31,68,9,4389.26,,32,66,18,4389.26,,32,68,1,4389.26,,32,68,1,4389.26,,32,69,1,4389.26,,33,68,1,4389.26,,33,66,7,4389.26,,33,67,4,4389.26,11.5
37,38,37,38,39,39,38,38,,,31,68,1,897.8,,32,66,3,897.8,,32,68,0,897.8,,32,68,1,897.8,,32,69,1,897.8,,33,68,1,897.8,,33,66,0,897.8,,33,67,0,897.8,1.6
37,37,37,37,37,38,37,38,,,31,68,2,2394.14,,32,66,1,2394.14,,32,68,0,2394.14,,32,68,1,2394.14,,32,69,0,2394.14,,33,68,0,2394.14,,33,66,0,2394.14,,33,67,0,2394.14,1.9
36,36,36,37,36,37,37,38,,,31,68,1,2793.17,,32,66,0,2793.17,,32,68,0,2793.17,,32,68,0,2793.17,,32,69,1,2793.17,,33,68,0,2793.17,,33,66,0,2793.17,,33,67,0,2793.17,1.7
36,36,36,36,36,36,37,37,,,31,68,1,897.8,,32,66,1,897.8,,32,68,0,897.8,,32,68,1,4688.53,,32,69,0,4788.29,,33,68,1,4788.29,,33,66,1,4688.53,,33,67,1,4788.29,1.5
35,35,36,36,36,36,36,37,,,31,68,1,897.8,,32,66,2,897.8,,32,68,1,897.8,,32,68,0,897.8,,32,69,1,897.8,,33,68,1,897.8,,33,66,0,897.8,,33,67,1,897.8,2
35,35,35,35,35,36,36,36,,,31,68,5,897.8,,32,66,2,897.8,,32,68,1,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,0,4788.29,,33,66,1,4788.29,,33,67,1,4788.29,5.5
34,35,35,35,35,35,35,36,,,31,68,2,897.8,,32,66,1,897.8,,32,68,1,897.8,,32,68,1,897.8,,32,69,0,897.8,,33,68,0,997.56,,33,66,0,997.56,,33,67,0,997.56,1.1
36,36,35,35,36,36,36,37,,,31,68,5,4788.29,,32,66,5,4788.29,,32,68,1,4788.29,,32,68,3,4788.29,,32,69,0,4788.29,,33,68,2,4788.29,,33,66,0,4788.29,,33,67,0,4788.29,1.5
34,34,35,35,34,35,34,36,,,31,68,0,897.8,,32,66,0,897.8,,32,68,0,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,0,897.8,,33,66,0,897.8,,33,67,0,897.8,2
34,34,34,34,34,35,35,35,,,31,68,0,997.56,,32,66,1,997.56,,32,68,0,997.56,,32,68,0,997.56,,32,69,0,997.56,,33,68,0,997.56,,33,66,0,997.56,,33,67,0,4688.53,2
34,38,34,34,34,35,35,36,,,31,68,0,4788.29,,32,66,1,4788.29,,32,68,0,4788.29,,32,68,0,4688.53,,32,69,0,4788.29,,33,68,0,4788.29,,33,66,0,4788.29,,33,67,0,4788.29,2
33,34,34,34,34,35,34,34,,,31,68,0,897.8,,32,66,0,897.8,,32,68,0,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,0,897.8,,33,66,0,897.8,,33,67,0,897.8,1.3
33,33,34,34,33,34,34,34,,,31,68,3,997.56,,32,66,1,997.56,,32,68,1,997.56,,32,68,4,997.56,,32,69,3,997.56,,33,68,1,997.56,,33,66,0,997.56,,33,67,0,997.56,4.7
33,33,34,33,34,35,34,34,,,31,68,1,3391.7,,32,66,2,3391.7,,32,68,1,3391.7,,32,68,0,3391.7,,32,69,0,3391.7,,33,68,0,3391.7,,33,66,0,3391.7,,33,67,0,3391.7,2.2
34,34,34,34,34,35,34,35,,,31,68,3,997.56,,32,66,7,997.56,,32,68,4,997.56,,32,68,1,997.56,,32,69,1,997.56,,33,68,1,997.56,,33,66,1,997.56,,33,67,1,997.56,1.4
33,34,34,33,33,35,33,34,,,31,68,0,997.56,,32,66,1,997.56,,32,68,0,997.56,,32,68,0,997.56,,32,69,0,997.56,,33,68,2,997.56,,33,66,1,997.56,,33,67,1,997.56,1.6
33,33,34,33,33,34,33,34,,,31,68,0,997.56,,32,66,2,997.56,,32,68,0,997.56,,32,68,0,997.56,,32,69,0,997.56,,33,68,0,997.56,,33,66,0,997.56,,33,67,1,997.56,2.2
33,32,34,34,33,34,33,34,,,31,68,1,2793.17,,32,66,0,2793.17,,32,68,0,2793.17,,32,68,0,2793.17,,32,69,0,2793.17,,33,68,0,2793.17,,33,66,0,2793.17,,33,67,0,2793.17,1.4
33,33,33,33,33,34,34,34,,,31,68,0,3391.7,,32,66,0,3391.7,,32,68,1,3391.7,,32,68,0,3391.7,,32,69,0,3391.7,,33,68,0,3391.7,,33,66,0,3391.7,,33,67,0,4588.78,1.3
33,33,33,33,33,34,33,34,,,31,68,0,997.56,,32,66,2,997.56,,32,68,1,997.56,,32,68,1,997.56,,32,69,0,897.8,,33,68,1,897.8,,33,66,0,897.8,,33,67,1,897.8,1.7
33,33,32,33,32,34,33,33,,,31,68,1,897.8,,32,66,0,897.8,,32,68,0,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,0,897.8,,33,66,0,897.8,,33,67,0,897.8,2
32,33,32,33,33,34,33,33,,,31,68,2,997.56,,32,66,1,997.56,,32,68,0,997.56,,32,68,1,997.56,,32,69,0,997.56,,33,68,1,997.56,,33,66,0,997.56,,33,67,3,997.56,2.9
32,33,33,33,33,34,33,34,,,31,68,1,997.56,,32,66,0,997.56,,32,68,0,997.56,,32,68,1,997.56,,32,69,0,997.56,,33,68,0,997.56,,33,66,0,997.56,,33,67,0,997.56,1.7
34,34,34,34,34,35,34,36,,,31,68,5,3790.73,,32,66,4,3790.73,,32,68,1,3790.73,,32,68,4,3790.73,,32,69,1,3790.73,,33,68,0,3790.73,,33,66,0,3790.73,,33,67,5,3790.73,5.9
33,32,33,33,33,34,33,34,,,31,68,2,897.8,,32,66,0,897.8,,32,68,2,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,2,4688.53,,33,66,2,4688.53,,33,67,2,4688.53,2
35,35,35,36,35,36,35,35,,,31,68,3,4389.26,,32,66,6,4389.26,,32,68,3,4389.26,,32,68,1,4389.26,,32,69,1,4389.26,,33,68,1,4389.26,,33,66,1,4389.26,,33,67,1,4389.26,4.9
33,33,33,33,33,34,33,34,,,31,68,0,897.8,,32,66,0,897.8,,32,68,1,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,0,897.8,,33,66,0,897.8,,33,67,1,897.8,2.6
33,33,33,33,33,34,33,34,,,31,68,2,897.8,,32,66,2,897.8,,32,68,0,897.8,,32,68,0,4788.29,,32,69,1,4788.29,,33,68,0,4788.29,,33,66,0,4688.53,,33,67,1,4788.29,4.5
34,34,34,34,34,35,34,35,,,31,68,7,897.8,,32,66,1,897.8,,32,68,4,897.8,,32,68,1,897.8,,32,69,2,897.8,,33,68,0,897.8,,33,66,0,897.8,,33,67,3,897.8,5.6
39,39,47,37,36,38,38,37,,,31,68,1,4090,,32,66,3,4090,,32,68,4,4090,,32,68,1,4090,,32,69,1,4090,,33,68,2,4090,,33,66,1,4090,,33,67,3,4289.51,7.5
34,34,34,34,34,35,34,35,,,31,68,1,997.56,,32,66,3,997.56,,32,68,0,997.56,,32,68,0,997.56,,32,69,0,997.56,,33,68,0,997.56,,33,66,0,997.56,,33,67,0,997.56,1.6
33,33,34,33,33,34,33,35,,,31,68,1,1097.32,,32,66,1,1097.32,,32,68,1,1097.32,,32,68,1,1097.32,,32,69,2,1097.32,,33,68,0,1097.32,,33,66,0,1097.32,,33,67,0,1097.32,1.7
33,34,34,34,33,35,34,34,,,31,68,1,3690.97,,32,66,3,3690.97,,32,68,2,3690.97,,32,68,3,3690.97,,32,69,0,3391.7,,33,68,2,3391.7,,33,66,1,3391.7,,33,67,1,3391.7,10.9
36,37,37,37,35,37,36,36,,,31,68,1,4289.51,,32,66,4,4289.51,,32,68,3,4289.51,,32,68,5,4289.51,,32,69,3,4289.51,,33,68,2,4289.51,,33,66,2,4289.51,,33,67,0,4289.51,8.4
34,36,35,35,35,35,34,35,,,31,68,1,2793.17,,32,66,10,2793.17,,32,68,7,2793.17,,32,68,3,2793.17,,32,69,2,2793.17,,33,68,3,2793.17,,33,66,3,2793.17,,33,67,2,2793.17,9
33,34,35,34,34,35,34,34,,,31,68,1,3092.44,,32,66,3,3092.44,,32,68,1,3092.44,,32,68,0,3092.44,,32,69,1,3092.44,,33,68,0,3092.44,,33,66,0,3092.44,,33,67,1,3092.44,1.6
37,39,37,38,37,38,37,37,,,31,68,0,4090,,32,66,4,4090,,32,68,4,4090,,32,68,4,4090,,32,69,4,4090,,33,68,2,4090,,33,66,3,4090,,33,67,0,4090,12.8
37,37,38,37,36,38,37,37,,,31,68,5,4289.51,,32,66,6,4289.51,,32,68,5,4289.51,,32,68,2,4289.51,,32,69,6,4289.51,,33,68,5,4289.51,,33,66,1,4289.51,,33,67,3,4289.51,9
34,36,36,35,35,36,36,37,,,31,68,2,4489.02,,32,66,2,4489.02,,32,68,3,4489.02,,32,68,2,4489.02,,32,69,1,4489.02,,33,68,1,4489.02,,33,66,0,4489.02,,33,67,3,4489.02,8.3
37,43,47,37,36,37,38,38,,,31,68,2,4588.78,,32,66,5,4688.53,,32,68,1,4588.78,,32,68,0,4588.78,,32,69,0,4588.78,,33,68,0,4588.78,,33,66,1,4588.78,,33,67,0,4588.78,6.4
40,43,39,40,38,39,41,38,,,31,68,4,4389.26,,32,66,17,4389.26,,32,68,2,4389.26,,32,68,1,4389.26,,32,69,0,4389.26,,33,68,0,4389.26,,33,66,9,4389.26,,33,67,6,4389.26,21.2
34,34,35,35,35,35,34,35,,,31,68,4,997.56,,32,66,1,997.56,,32,68,1,997.56,,32,68,1,997.56,,32,69,0,997.56,,33,68,1,997.56,,33,66,0,997.56,,33,67,0,997.56,1.2
33,34,34,34,34,35,34,35,,,31,68,4,897.8,,32,66,2,897.8,,32,68,1,897.8,,32,68,3,897.8,,32,69,0,897.8,,33,68,0,897.8,,33,66,0,897.8,,33,67,0,897.8,1.9
34,34,34,34,34,34,34,35,,,31,68,0,897.8,,32,66,0,897.8,,32,68,0,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,1,4588.78,,33,66,0,4489.02,,33,67,0,4688.53,1.7
33,33,34,33,34,34,34,35,,,31,68,5,897.8,,32,66,4,897.8,,32,68,1,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,2,897.8,,33,66,1,897.8,,33,67,0,897.8,1.3
33,33,34,33,34,35,34,34,,,31,68,1,897.8,,32,66,1,897.8,,32,68,1,897.8,,32,68,1,897.8,,32,69,0,897.8,,33,68,1,897.8,,33,66,0,897.8,,33,67,1,897.8,1.6
33,34,34,34,34,35,34,34,,,31,68,1,997.56,,32,66,2,997.56,,32,68,1,997.56,,32,68,0,997.56,,32,69,1,997.56,,33,68,4,997.56,,33,66,2,997.56,,33,67,0,997.56,5.3
33,33,33,33,33,34,33,34,,,31,68,1,897.8,,32,66,2,897.8,,32,68,2,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,1,897.8,,33,66,0,897.8,,33,67,0,897.8,2.6
32,33,33,33,33,34,33,34,,,31,68,1,997.56,,32,66,0,997.56,,32,68,0,997.56,,32,68,0,997.56,,32,69,0,997.56,,33,68,0,997.56,,33,66,1,997.56,,33,67,1,997.56,2.1
33,33,33,33,33,34,33,34,,,31,68,1,897.8,,32,66,1,897.8,,32,68,0,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,0,897.8,,33,66,0,897.8,,33,67,0,897.8,1.6
32,33,33,33,33,34,33,34,,,31,68,1,997.56,,32,66,4,997.56,,32,68,0,997.56,,32,68,0,997.56,,32,69,0,997.56,,33,68,0,997.56,,33,66,0,997.56,,33,67,0,4788.29,1.5
33,33,32,33,33,34,33,34,,,31,68,1,997.56,,32,66,1,997.56,,32,68,0,997.56,,32,68,1,997.56,,32,69,0,997.56,,33,68,0,997.56,,33,66,0,997.56,,33,67,3,997.56,1.9
33,32,32,33,32,34,33,33,,,31,68,3,997.56,,32,66,3,997.56,,32,68,1,997.56,,32,68,1,997.56,,32,69,1,997.56,,33,68,1,997.56,,33,66,0,997.56,,33,67,0,997.56,2.1
38,37,37,38,38,49,40,38,,,31,68,9,4688.53,,32,66,3,4688.53,,32,68,1,4688.53,,32,68,4,4688.53,,32,69,0,4688.53,,33,68,25,4688.53,,33,66,14,4688.53,,33,67,3,4688.53,23.1
33,33,34,33,33,35,34,34,,,31,68,2,2892.92,,32,66,0,2892.92,,32,68,0,2892.92,,32,68,1,2892.92,,32,69,1,2892.92,,33,68,0,2892.92,,33,66,1,2892.92,,33,67,0,2892.92,1.6
36,35,34,36,45,36,36,34,,,31,68,2,4688.53,,32,66,0,4688.53,,32,68,0,4688.53,,32,68,0,4688.53,,32,69,2,4688.53,,33,68,0,4688.53,,33,66,1,4688.53,,33,67,1,4688.53,1.4
33,33,33,33,32,34,33,34,,,31,68,2,4788.29,,32,66,2,4788.29,,32,68,0,4688.53,,32,68,1,4788.29,,32,69,0,4788.29,,33,68,2,4788.29,,33,66,1,4788.29,,33,67,1,4788.29,1.7
34,34,34,35,33,35,34,35,,,31,68,3,3092.44,,32,66,13,3092.44,,32,68,3,3092.44,,32,68,1,3092.44,,32,69,1,3092.44,,33,68,3,3092.44,,33,66,2,3092.44,,33,67,2,3092.44,6
40,39,39,40,39,48,41,40,,,31,68,5,4489.02,,32,66,0,4489.02,,32,68,3,4489.02,,32,68,1,4489.02,,32,69,1,4489.02,,33,68,24,4489.02,,33,66,15,4489.02,,33,67,5,4489.02,20.4
39,39,48,39,37,39,39,38,,,31,68,4,4489.02,,32,66,12,4489.02,,32,68,11,4489.02,,32,68,3,4489.02,,32,69,2,4489.02,,33,68,1,4489.02,,33,66,1,4489.02,,33,67,1,4489.02,11.3
35,35,35,35,35,35,35,36,,,31,68,3,1596.1,,32,66,4,1596.1,,32,68,3,1596.1,,32,68,0,1596.1,,32,69,3,1596.1,,33,68,4,1596.1,,33,66,1,1596.1,,33,67,2,1596.1,6.5
34,35,35,34,35,35,34,36,,,31,68,0,897.8,,32,66,2,897.8,,32,68,0,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,0,897.8,,33,66,0,897.8,,33,67,1,897.8,1.9
34,34,35,34,35,35,35,35,,,31,68,0,997.56,,32,66,1,997.56,,32,68,1,997.56,,32,68,0,997.56,,32,69,4,997.56,,33,68,0,997.56,,33,66,1,997.56,,33,67,0,997.56,5.3
33,34,34,34,33,34,34,34,,,31,68,2,997.56,,32,66,2,997.56,,32,68,1,997.56,,32,68,1,997.56,,32,69,0,997.56,,33,68,0,997.56,,33,66,0,997.56,,33,67,1,997.56,1.9
34,33,33,34,34,34,34,35,,,31,68,2,3591.22,,32,66,0,3591.22,,32,68,0,3591.22,,32,68,0,3591.22,,32,69,1,3591.22,,33,68,0,3591.22,,33,66,0,3591.22,,33,67,1,3591.22,2
38,38,39,38,37,39,37,37,,,31,68,1,3890.48,,32,66,2,3890.48,,32,68,17,3890.48,,32,68,20,3890.48,,32,69,0,3890.48,,33,68,0,3890.48,,33,66,3,3890.48,,33,67,4,3890.48,21.1
34,34,34,34,34,35,34,35,,,31,68,2,897.8,,32,66,1,897.8,,32,68,1,897.8,,32,68,1,897.8,,32,69,1,897.8,,33,68,0,897.8,,33,66,0,897.8,,33,67,0,897.8,2.5
34,34,34,34,34,35,34,35,,,31,68,1,897.8,,32,66,1,897.8,,32,68,0,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,0,897.8,,33,66,2,897.8,,33,67,1,897.8,2.2
34,34,34,34,34,34,34,35,,,31,68,0,897.8,,32,66,3,897.8,,32,68,2,897.8,,32,68,10,897.8,,32,69,2,897.8,,33,68,1,897.8,,33,66,1,897.8,,33,67,2,897.8,6.6
34,34,34,34,33,34,34,35,,,31,68,2,897.8,,32,66,3,897.8,,32,68,3,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,0,897.8,,33,66,1,897.8,,33,67,0,897.8,6
33,34,33,34,33,34,34,34,,,31,68,1,997.56,,32,66,3,997.56,,32,68,0,997.56,,32,68,0,997.56,,32,69,1,997.56,,33,68,1,997.56,,33,66,0,997.56,,33,67,0,997.56,1.9
36,48,34,36,34,36,36,35,,,31,68,3,4788.29,,32,66,2,4788.29,,32,68,0,4688.53,,32,68,0,4788.29,,32,69,0,4788.29,,33,68,0,4788.29,,33,66,0,4788.29,,33,67,0,4788.29,1.1
33,33,33,33,33,34,33,35,,,31,68,1,997.56,,32,66,0,997.56,,32,68,1,997.56,,32,68,0,997.56,,32,69,0,997.56,,33,68,1,997.56,,33,66,1,4788.29,,33,67,1,4788.29,1.7
33,33,33,34,33,34,34,35,,,31,68,2,1695.85,,32,66,1,1695.85,,32,68,0,1695.85,,32,68,0,1695.85,,32,69,0,1695.85,,33,68,0,1695.85,,33,66,0,1695.85,,33,67,1,1695.85,1.5
33,33,33,34,33,35,34,34,,,31,68,2,3591.22,,32,66,1,3591.22,,32,68,1,3591.22,,32,68,1,3591.22,,32,69,1,3591.22,,33,68,2,3591.22,,33,66,1,3591.22,,33,67,1,3591.22,2
33,33,33,33,34,34,33,34,,,31,68,0,4389.26,,32,66,1,4389.26,,32,68,0,4389.26,,32,68,0,4389.26,,32,69,0,4389.26,,33,68,0,4389.26,,33,66,0,4389.26,,33,67,0,4389.26,1.6
39,39,55,40,38,40,39,37,,,31,68,2,4688.53,,32,66,1,4688.53,,32,68,22,4688.53,,32,68,27,4688.53,,32,69,0,4688.53,,33,68,0,4688.53,,33,66,3,4688.53,,33,67,0,4688.53,21.9
33,34,33,33,33,34,33,34,,,31,68,2,897.8,,32,66,3,897.8,,32,68,1,897.8,,32,68,0,897.8,,32,69,1,897.8,,33,68,0,897.8,,33,66,0,897.8,,33,67,0,897.8,1.4
33,34,34,33,34,35,34,34,,,31,68,2,997.56,,32,66,6,997.56,,32,68,3,997.56,,32,68,0,997.56,,32,69,1,997.56,,33,68,0,997.56,,33,66,0,997.56,,33,67,1,997.56,2.1
33,32,33,34,33,34,34,34,,,31,68,2,997.56,,32,66,0,997.56,,32,68,0,997.56,,32,68,2,997.56,,32,69,0,997.56,,33,68,0,997.56,,33,66,0,997.56,,33,67,0,997.56,1.3
33,33,34,33,33,34,33,34,,,31,68,2,897.8,,32,66,1,897.8,,32,68,0,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,1,897.8,,33,66,0,897.8,,33,67,1,897.8,2
33,33,33,33,33,34,33,34,,,31,68,1,897.8,,32,66,1,897.8,,32,68,1,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,0,897.8,,33,66,1,897.8,,33,67,1,897.8,1.7
33,33,33,33,33,34,34,33,,,31,68,1,997.56,,32,66,2,997.56,,32,68,0,997.56,,32,68,0,997.56,,32,69,0,997.56,,33,68,0,997.56,,33,66,0,997.56,,33,67,0,997.56,1.6
33,33,33,33,33,34,33,34,,,31,68,2,997.56,,32,66,1,997.56,,32,68,0,997.56,,32,68,1,997.56,,32,69,0,997.56,,33,68,0,997.56,,32,66,0,997.56,,33,67,2,997.56,1.3
32,33,32,33,32,34,33,33,,,31,68,1,897.8,,32,66,2,897.8,,32,68,0,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,0,897.8,,32,66,0,897.8,,33,67,0,897.8,1.6
33,33,33,33,34,34,33,34,,,31,68,2,897.8,,32,66,5,897.8,,32,68,0,897.8,,32,68,1,897.8,,32,69,0,897.8,,33,68,1,897.8,,32,66,0,897.8,,33,67,2,897.8,4.6
33,32,34,33,33,34,34,34,,,31,68,0,1995.12,,32,66,0,1995.12,,32,68,0,1995.12,,32,68,0,1995.12,,32,69,0,1995.12,,33,68,0,1995.12,,32,66,0,1995.12,,33,67,0,1995.12,1.9
34,38,34,34,33,35,35,33,,,31,68,2,4788.29,,32,66,4,4788.29,,32,68,1,4788.29,,32,68,1,4788.29,,32,69,0,4788.29,,33,68,1,4788.29,,32,66,0,4788.29,,33,67,1,4788.29,1.8
32,33,32,33,32,34,33,34,,,31,68,3,897.8,,32,66,1,897.8,,32,68,1,897.8,,32,68,1,897.8,,32,69,0,897.8,,33,68,1,897.8,,32,66,0,897.8,,33,67,1,897.8,1.6
31,32,32,33,32,33,33,33,,,31,68,1,897.8,,32,66,1,897.8,,32,68,1,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,1,897.8,,32,66,0,897.8,,33,67,0,897.8,1.6
32,33,32,32,33,33,33,33,,,31,68,1,997.56,,32,66,0,997.56,,32,68,1,997.56,,32,68,0,997.56,,32,69,0,997.56,,33,68,0,997.56,,32,66,1,997.56,,33,67,1,997.56,1.5
32,32,33,33,32,33,33,33,,,31,68,0,997.56,,32,66,0,997.56,,32,68,0,4788.29,,32,68,1,4688.53,,32,69,0,4788.29,,33,68,0,4788.29,,32,66,0,4788.29,,33,67,0,4788.29,1.6
32,32,33,33,32,34,33,33,,,31,68,3,897.8,,32,66,4,897.8,,32,68,2,897.8,,32,68,0,897.8,,32,69,0,897.8,,33,68,1,897.8,,32,66,1,897.8,,33,67,1,897.8,2.1
32,32,32,32,32,33,32,34,,,31,68,1,897.8,,32,66,1,897.8,,32,68,0,897.8,,32,68,1,897.8,,32,69,0,897.8,,33,68,0,997.56,,32,66,1,997.56,,33,67,1,997.56,1.7
33,33,33,33,33,34,33,33,,,31,68,5,997.56,,32,66,0,997.56,,32,68,0,997.56,,32,68,0,997.56,,32,69,0,997.56,,33,68,0,997.56,,32,66,0,997.56,,32,67,0,997.56,2
32,33,32,32,32,32,32,34,,,31,68,1,1995.12,,32,66,0,1995.12,,32,68,2,1995.12,,32,68,1,1995.12,,32,69,0,1995.12,,32,68,2,1995.12,,32,66,0,1995.12,,32,67,0,1995.12,1.3
33,32,33,33,32,34,33,32,,,31,68,2,4289.51,,32,66,1,4289.51,,32,68,2,4289.51,,32,68,0,4289.51,,32,69,0,4289.51,,32,68,0,4289.51,,32,66,0,4289.51,,32,67,1,4289.51,2.1
33,32,33,32,32,33,33,33,,,31,68,1,897.8,,32,66,1,897.8,,32,68,0,897.8,,32,68,0,897.8,,32,69,0,897.8,,32,68,0,897.8,,32,66,0,897.8,,32,67,1,897.8,1.2
31,32,33,33,32,34,33,34,,,31,68,1,2892.92,,32,66,1,2593.66,,32,68,1,2593.66,,32,68,0,2593.66,,32,69,0,2593.66,,32,68,0,2593.66,,32,66,1,2593.66,,32,67,0,2593.66,1.5
32,32,32,33,32,33,32,33,,,31,68,0,997.56,,32,66,0,997.56,,32,68,0,997.56,,32,68,0,997.56,,32,69,1,997.56,,32,68,1,997.56,,32,66,0,997.56,,32,67,1,997.56,2.1
31,32,33,32,32,33,33,33,,,31,68,1,997.56,,32,66,1,997.56,,31,68,2,997.56,,32,68,0,997.56,,32,69,0,997.56,,32,68,1,997.56,,32,66,0,997.56,,32,67,1,997.56,1.4
31,32,32,32,32,33,33,34,,,31,68,2,997.56,,32,66,1,997.56,,31,68,1,997.56,,32,68,3,997.56,,31,69,1,997.56,,32,68,0,997.56,,32,66,1,997.56,,32,67,1,997.56,1.8
32,32,32,32,32,33,33,33,,,31,68,0,997.56,,32,66,2,997.56,,31,68,0,997.56,,32,68,0,997.56,,31,69,0,997.56,,32,68,0,997.56,,32,66,0,997.56,,32,67,0,997.56,1.8
33,32,33,34,33,34,33,33,,,31,68,2,3790.73,,32,66,1,3790.73,,31,68,0,3790.73,,32,68,3,3790.73,,31,69,1,3790.73,,32,68,1,3790.73,,32,66,0,3790.73,,32,67,1,3790.73,2.5
